imageID,utterance,state,valence,arousal,probability
2,good,neutral,pos,high,0.0011095801997715294
2,good,neutral,pos,low,0.005742742688800458
2,good,good,neg,high,0.02889663940102082
2,good,good,neg,low,0.047631949048589764
2,good,good,pos,high,0.06566773530282026
2,good,good,pos,low,0.10824380574751946
2,good,amazing,neg,high,0.04065645309780249
2,good,amazing,neg,low,0.01981424046890416
2,good,amazing,pos,high,0.44494805305083995
2,good,amazing,pos,low,0.21684891444198803
2,amazing,terrible,neg,high,0.0007901394205573596
2,amazing,terrible,neg,low,0.0002774188817653095
2,amazing,terrible,pos,high,0.0003822732505750005
2,amazing,terrible,pos,low,0.00013421658879960693
2,amazing,bad,neg,high,0.0004559120703927741
2,amazing,bad,neg,low,0.00048214050827979975
2,amazing,bad,pos,high,0.000612157382989172
2,amazing,bad,pos,low,0.0006473745508149406
2,amazing,neutral,neg,high,0.00011361058583783857
2,amazing,neutral,neg,low,0.000588002887330655
2,amazing,neutral,pos,high,0.0004236198935003268
2,amazing,neutral,pos,low,0.0021924868943500896
2,amazing,good,neg,high,0.0006013400279810158
2,amazing,good,neg,low,0.0009912224454950791
2,amazing,good,pos,high,0.006581121920007158
2,amazing,good,pos,low,0.010848031829101355
2,amazing,amazing,neg,high,0.09805816394042423
2,amazing,amazing,neg,low,0.047789413296355894
2,amazing,amazing,pos,high,0.5567129448423846
2,amazing,amazing,pos,low,0.2713184087830578
3,terrible,terrible,neg,high,0.1266334262699339
3,terrible,terrible,neg,low,0.04446114520540446
3,terrible,terrible,pos,high,0.008120968020663975
3,terrible,terrible,pos,low,0.0028512814429069435
3,terrible,bad,neg,high,0.019747475575854295
3,terrible,bad,neg,low,0.02088353989659194
3,terrible,bad,pos,high,0.0005264581753701746
3,terrible,bad,pos,low,0.0005567451022789491
3,terrible,neutral,neg,high,0.0049209538739748435
3,terrible,neutral,neg,low,0.025468886239599683
3,terrible,neutral,pos,high,0.00036431506403417004
3,terrible,neutral,pos,low,0.0018855488506670302
3,terrible,good,neg,high,0.01953493319703003
3,terrible,good,neg,low,0.03220052442069332
3,terrible,good,pos,high,0.004244846997568767
3,terrible,good,pos,low,0.006997019033988859
3,terrible,amazing,neg,high,0.30839046513399243
3,terrible,amazing,neg,low,0.15029650569327235
3,terrible,amazing,pos,high,0.14920078974157372
3,terrible,amazing,pos,low,0.07271417206460001
3,bad,terrible,neg,high,0.023778042656992036
3,bad,terrible,neg,low,0.008348498800145241
3,bad,terrible,pos,high,0.0006339111499588555
3,bad,terrible,pos,low,0.00022256695183756002
3,bad,bad,neg,high,0.055879790225453536
3,bad,bad,neg,low,0.05909453206329452
3,bad,bad,pos,high,0.010881463197601872
3,bad,bad,pos,low,0.01150746939513988
3,bad,neutral,neg,high,0.0034189375774118457
3,bad,neutral,neg,low,0.017695051498025888
3,bad,neutral,pos,high,0.0007024749271112144
3,bad,neutral,pos,low,0.003635728857241888
3,bad,good,neg,high,0.01357231115958587
3,bad,good,neg,low,0.02237200058641294
3,bad,good,pos,high,0.008184944515321228
3,bad,good,pos,low,0.013491702433243593
3,bad,amazing,neg,high,0.21426084795029193
3,bad,amazing,neg,low,0.10442170039146546
3,bad,amazing,pos,high,0.2876900360310585
3,bad,amazing,pos,low,0.14020798963240613
3,ok,terrible,neg,high,0.012867538030898998
3,ok,terrible,neg,low,0.004517807767503304
3,ok,terrible,pos,high,0.0009526278973028725
3,ok,terrible,pos,low,0.0003344687774491521
3,ok,bad,neg,high,0.007424595902817698
3,ok,bad,neg,low,0.00785172991641281
3,ok,bad,pos,high,0.0015255009334245626
3,ok,bad,pos,low,0.0016132623880499148
3,ok,neutral,neg,high,0.009451414681278733
3,ok,neutral,neg,low,0.048916736772079056
3,ok,neutral,pos,high,0.005995563100447212
3,ok,neutral,pos,low,0.031030633177687065
3,ok,good,neg,high,0.007344684864622858
3,ok,good,neg,low,0.012106655393197935
3,ok,good,pos,high,0.01230015670757207
3,ok,good,pos,low,0.020275037157575
3,ok,amazing,neg,high,0.115947710638089
3,ok,amazing,neg,low,0.05650802382773994
3,ok,amazing,pos,high,0.43233433284308515
3,ok,amazing,pos,low,0.21070151922276661
3,good,terrible,neg,high,0.0048364179439663
3,good,terrible,neg,low,0.001698072040018424
3,good,terrible,pos,high,0.0010509303503302633
3,good,terrible,pos,low,0.0003689828845600325
3,good,bad,neg,high,0.002790623098595763
3,good,bad,neg,low,0.0029511665221216214
3,good,bad,pos,high,0.0016829186242939824
3,good,bad,pos,low,0.0017797362553081985
3,good,neutral,neg,high,0.0006954067366782618
3,good,neutral,neg,low,0.0035991467346154636
3,good,neutral,pos,high,0.001164598889442364
3,good,neutral,pos,low,0.006027497389650049
3,good,good,neg,high,0.022747115556718548
3,good,good,neg,low,0.037495344498839074
3,good,good,pos,high,0.05169291634751442
3,good,good,pos,low,0.0852083290194236
3,good,amazing,neg,high,0.043580332690315526
3,good,amazing,neg,low,0.02123921606155629
3,good,amazing,pos,high,0.47694726677748145
3,good,amazing,pos,low,0.2324439815785703
3,amazing,terrible,neg,high,0.0007777227633327989
3,amazing,terrible,neg,low,0.0002730593787802913
3,amazing,terrible,pos,high,0.00037626601211174275
3,amazing,terrible,pos,low,0.0001321074402954113
3,amazing,bad,neg,high,0.00044874763364234117
3,amazing,bad,neg,low,0.00047456390436708497
3,amazing,bad,pos,high,0.0006025376270393951
3,amazing,bad,pos,low,0.0006372013741777054
3,amazing,neutral,neg,high,0.0001118252506618833
3,amazing,neutral,neg,low,0.0005787627075483506
3,amazing,neutral,pos,high,0.000416962912625499
3,amazing,neutral,pos,low,0.002158033027692884
3,amazing,good,neg,high,0.00044391775606230684
3,amazing,good,neg,low,0.0007317344984336533
3,amazing,good,pos,high,0.004858277744973711
3,amazing,good,pos,low,0.008008171289437576
3,amazing,amazing,neg,high,0.09857078571831555
3,amazing,amazing,neg,low,0.04803924353000423
3,amazing,amazing,pos,high,0.5596232907849582
3,amazing,amazing,pos,low,0.2727367886455394
4,terrible,terrible,neg,high,0.07142578208666886
4,terrible,terrible,neg,low,0.02507767626847311
4,terrible,terrible,pos,high,0.0045805164502168245
4,terrible,terrible,pos,low,0.0016082247239739033
4,terrible,bad,neg,high,0.08910625471217168
4,terrible,bad,neg,low,0.09423250167696519
4,terrible,bad,pos,high,0.0023755297779529273
4,terrible,bad,pos,low,0.00251219304983371
4,terrible,neutral,neg,high,0.07771662620522181
4,terrible,neutral,neg,low,0.4022301290435552
4,terrible,neutral,pos,high,0.00575362793018932
4,terrible,neutral,pos,low,0.029778473639829158
4,terrible,good,neg,high,0.055092001466225074
4,terrible,good,neg,low,0.09081123138254496
4,terrible,good,pos,high,0.011971226860889087
4,terrible,good,pos,low,0.019732843669940214
4,terrible,amazing,neg,high,0.007247636130955408
4,terrible,amazing,neg,low,0.0035321921660114177
4,terrible,amazing,pos,high,0.003506441206047903
4,terrible,amazing,pos,low,0.0017088915523342301
4,bad,terrible,neg,high,0.010989210342388317
4,bad,terrible,neg,low,0.0038583247023907153
4,bad,terrible,pos,high,0.00029296704803558315
4,bad,terrible,pos,low,0.00010286107583745757
4,bad,bad,neg,high,0.20660227961881605
4,bad,bad,neg,low,0.21848802559968392
4,bad,bad,pos,high,0.040231631026931836
4,bad,bad,pos,low,0.042546140565085884
4,bad,neutral,neg,high,0.044242489225044236
4,bad,neutral,neg,low,0.22898140358287897
4,bad,neutral,pos,high,0.009090320805771712
4,bad,neutral,pos,low,0.04704785950303119
4,bad,good,neg,high,0.031362752093989046
4,bad,good,neg,low,0.05169698071228539
4,bad,good,pos,high,0.01891368262329965
4,bad,good,pos,low,0.03117648230757178
4,bad,amazing,neg,high,0.004125931336547022
4,bad,amazing,neg,low,0.002010804913647239
4,bad,amazing,pos,high,0.005539926431861521
4,bad,amazing,pos,low,0.002699926484902235
4,ok,terrible,neg,high,0.004109529682684981
4,ok,terrible,neg,low,0.0014428607148186893
4,ok,terrible,pos,high,0.0003042425529358564
4,ok,terrible,pos,low,0.0001068199188965301
4,ok,bad,neg,high,0.018969655336876452
4,ok,bad,neg,low,0.020060971972369147
4,ok,bad,pos,high,0.0038976164227557397
4,ok,bad,pos,low,0.004121844726611856
4,ok,neutral,neg,high,0.08451844093426591
4,ok,neutral,neg,low,0.4374335977192186
4,ok,neutral,pos,high,0.053614793431564146
4,ok,neutral,pos,low,0.2774886962240855
4,ok,good,neg,high,0.011728427852890412
4,ok,good,neg,low,0.019332624467369813
4,ok,good,pos,high,0.019641618828177273
4,ok,good,pos,low,0.032376380321322465
4,ok,amazing,neg,high,0.0015429350033330125
4,ok,amazing,neg,low,0.000751961444112846
4,ok,amazing,pos,high,0.00575314313335902
4,ok,amazing,pos,low,0.0028038393123516704
4,good,terrible,neg,high,0.003403068199798786
4,good,terrible,neg,low,0.0011948212555871732
4,good,terrible,pos,high,0.0007394703470311243
4,good,terrible,pos,low,0.00025962891033492997
4,good,bad,neg,high,0.01570861773065239
4,good,bad,neg,low,0.01661232818535584
4,good,bad,pos,high,0.009473269734681223
4,good,bad,pos,low,0.010018263129151075
4,good,neutral,neg,high,0.013700730395607914
4,good,neutral,neg,low,0.07090949291164746
4,good,neutral,pos,high,0.02294463737796141
4,good,neutral,pos,low,0.11875225294809436
4,good,good,neg,high,0.08002821603876469
4,good,good,neg,low,0.13191499038719756
4,good,good,pos,high,0.18186445955389757
4,good,good,pos,low,0.2997773737978178
4,good,amazing,neg,high,0.0012776919622511241
4,good,amazing,neg,low,0.0006226931730696926
4,good,amazing,pos,high,0.01398318120950577
4,good,amazing,pos,low,0.006814812751592078
4,amazing,terrible,neg,high,0.003514323805897567
4,amazing,terrible,neg,low,0.0012338832300071748
4,amazing,terrible,pos,high,0.0017002467538019053
4,amazing,terrible,pos,low,0.0005969586390615751
4,amazing,bad,neg,high,0.016222175403901806
4,amazing,bad,neg,low,0.017155430624820004
4,amazing,bad,pos,high,0.021781665997762652
4,amazing,bad,pos,low,0.023034756474630432
4,amazing,neutral,neg,high,0.014148644740741956
4,amazing,neutral,neg,low,0.07322771815688615
4,amazing,neutral,pos,high,0.052756064358316666
4,amazing,neutral,pos,low,0.2730442584916278
4,amazing,good,neg,high,0.010029734882517072
4,amazing,good,neg,low,0.016532573710908396
4,amazing,good,pos,high,0.10976636348125701
4,amazing,good,pos,low,0.1809340442682592
4,amazing,amazing,neg,high,0.01855897448442856
4,amazing,amazing,neg,low,0.009044861400135279
4,amazing,amazing,pos,high,0.10536625328573536
4,amazing,amazing,pos,low,0.05135106780930353
5,terrible,terrible,neg,high,0.08953942418324365
5,terrible,terrible,neg,low,0.031437397356156783
5,terrible,terrible,pos,high,0.005742139510864933
5,terrible,terrible,pos,low,0.002016071949581857
5,terrible,bad,neg,high,0.013962960998667005
5,terrible,bad,neg,low,0.014766244524275347
5,terrible,bad,pos,high,0.0003722458064012642
5,terrible,bad,pos,low,0.00039366095779984486
5,terrible,neutral,neg,high,0.04175384174283065
5,terrible,neutral,neg,low,0.21610116100426527
5,terrible,neutral,pos,high,0.003091179864265824
5,terrible,neutral,pos,low,0.01599870885307343
5,terrible,good,neg,high,0.15654366519790178
5,terrible,good,neg,low,0.25803969039813474
5,terrible,good,pos,high,0.03401618528722442
5,terrible,good,pos,low,0.05607078324724589
5,terrible,amazing,neg,high,0.027256926917337356
5,terrible,amazing,neg,low,0.013283876561594606
5,terrible,amazing,pos,high,0.013187032291118754
5,terrible,amazing,pos,low,0.006426803348016464
5,bad,terrible,neg,high,0.01945618865239742
5,bad,terrible,neg,low,0.00683109076567225
5,bad,terrible,pos,high,0.0005186926064677984
5,bad,terrible,pos,low,0.00018211358542866762
5,bad,bad,neg,high,0.04572318067413002
5,bad,bad,neg,low,0.04835361685292108
5,bad,bad,pos,high,0.008903668137898932
5,bad,bad,pos,low,0.009415892581793095
5,bad,neutral,neg,high,0.03357020902168222
5,bad,neutral,neg,low,0.17374595586733124
5,bad,neutral,pos,high,0.006897531645917415
5,bad,neutral,pos,low,0.03569886109946641
5,bad,good,neg,high,0.1258615577000444
5,bad,good,neg,low,0.20746465429239072
5,bad,good,pos,high,0.07590231717161706
5,bad,good,pos,low,0.1251140402181386
5,bad,amazing,neg,high,0.021914647747613432
5,bad,amazing,neg,low,0.01068027501607147
5,bad,amazing,pos,high,0.02942500162970285
5,bad,amazing,pos,low,0.01434050473331483
5,ok,terrible,neg,high,0.0068685845725681835
5,ok,terrible,neg,low,0.0024115681383017357
5,ok,terrible,pos,high,0.0005085048331001854
5,ok,terrible,pos,low,0.00017853664619264272
5,ok,bad,neg,high,0.0039631874219596686
5,ok,bad,neg,low,0.004191187999005061
5,ok,bad,pos,high,0.0008142996858915249
5,ok,bad,pos,low,0.0008611460190329815
5,ok,neutral,neg,high,0.06054103130244394
5,ok,neutral,neg,low,0.3133361292461218
5,ok,neutral,pos,high,0.038404575989976916
5,ok,neutral,pos,low,0.19876670296417878
5,ok,good,neg,high,0.04443268766266827
5,ok,good,neg,low,0.07324088747722526
5,ok,good,pos,high,0.07441150046095103
5,ok,good,pos,low,0.12265664354242957
5,ok,amazing,neg,high,0.007736490127729929
5,ok,amazing,neg,low,0.003770438985599298
5,ok,amazing,pos,high,0.028847057691025045
5,ok,amazing,pos,low,0.014058839233597971
5,good,terrible,neg,high,0.0019454068823597016
5,good,terrible,neg,low,0.0006830346491282134
5,good,terrible,pos,high,0.00042272755582751067
5,good,terrible,pos,low,0.0001484201430506116
5,good,bad,neg,high,0.0011225037713816699
5,good,bad,neg,low,0.0011870809614970192
5,good,bad,pos,high,0.0006769393199852147
5,good,bad,pos,low,0.0007158833665690689
5,good,neutral,neg,high,0.0033566551414470898
5,good,neutral,neg,low,0.017372702555740357
5,good,neutral,pos,high,0.005621396290526451
5,good,neutral,pos,low,0.029094095636275717
5,good,good,neg,high,0.10369804907391768
5,good,good,neg,low,0.17093130178149787
5,good,good,pos,high,0.23565425527524614
5,good,good,pos,low,0.38844210652251016
5,good,amazing,neg,high,0.002191226005995908
5,good,amazing,neg,low,0.001067911135781446
5,good,amazing,pos,high,0.023980983850628766
5,good,amazing,pos,low,0.011687320080633118
5,amazing,terrible,neg,high,0.002397239746525318
5,amazing,terrible,neg,low,0.0008416737002379828
5,amazing,terrible,pos,high,0.0011597961150519478
5,amazing,terrible,pos,low,0.0004072057828560208
5,amazing,bad,neg,high,0.0013832122630905558
5,amazing,bad,neg,low,0.0014627879077884222
5,amazing,bad,pos,high,0.0018572519880040996
5,amazing,bad,pos,low,0.0019640989472564712
5,amazing,neutral,neg,high,0.004136259202853847
5,amazing,neutral,neg,low,0.021407620919212108
5,amazing,neutral,pos,high,0.015422873406389146
5,amazing,neutral,pos,low,0.07982261535765824
5,amazing,good,neg,high,0.015507679025355138
5,amazing,good,neg,low,0.02556217582766755
5,amazing,good,pos,high,0.16971750027161295
5,amazing,good,pos,low,0.279754860535994
5,amazing,amazing,neg,high,0.037979118950307464
5,amazing,amazing,neg,low,0.018509420727583874
5,amazing,amazing,pos,high,0.21562169128712935
5,amazing,amazing,pos,low,0.1050849180374253
6,terrible,terrible,neg,high,0.0928582590807534
6,terrible,terrible,neg,low,0.03260264420003834
6,terrible,terrible,pos,high,0.005954975512088559
6,terrible,terrible,pos,low,0.002090798920446327
6,terrible,bad,neg,high,0.01448050690269367
6,terrible,bad,neg,low,0.015313564635827935
6,terrible,bad,pos,high,0.0003860433306092358
6,terrible,bad,pos,low,0.0004082522480214511
6,terrible,neutral,neg,high,0.03608456302087143
6,terrible,neutral,neg,low,0.1867592450814621
6,terrible,neutral,pos,high,0.0026714637495626756
6,terrible,neutral,pos,low,0.013826426354179203
6,terrible,good,neg,high,0.15279628564115133
6,terrible,good,neg,low,0.25186267480695285
6,terrible,good,pos,high,0.03320189773887275
6,terrible,good,pos,low,0.05472854747803672
6,terrible,amazing,neg,high,0.04711203836819768
6,terrible,amazing,neg,low,0.0229604204518806
6,terrible,amazing,pos,high,0.02279303067238582
6,terrible,amazing,pos,low,0.011108361805968059
6,bad,terrible,neg,high,0.01989745544608196
6,bad,terrible,neg,low,0.006986020056983627
6,bad,terrible,pos,high,0.0005304565663806619
6,bad,terrible,pos,low,0.0001862439256183223
6,bad,bad,neg,high,0.0467601834342079
6,bad,bad,neg,low,0.04945027796435156
6,bad,bad,pos,high,0.009105603530356065
6,bad,bad,pos,low,0.00962944523609129
6,bad,neutral,neg,high,0.02860965279072855
6,bad,neutral,neg,low,0.14807210369012183
6,bad,neutral,pos,high,0.005878306726517697
6,bad,neutral,pos,low,0.030423761151457996
6,bad,good,neg,high,0.12114456470978634
6,bad,good,neg,low,0.19968937057664501
6,bad,good,pos,high,0.07305767815248043
6,bad,good,pos,low,0.12042506241207718
6,bad,amazing,neg,high,0.03735278875894967
6,bad,amazing,neg,low,0.018204173809102237
6,bad,amazing,pos,high,0.050153937346573925
6,bad,amazing,pos,low,0.024442913715487943
6,ok,terrible,neg,high,0.00749911289333831
6,ok,terrible,neg,low,0.0026329473748243496
6,ok,terrible,pos,high,0.0005551850035386003
6,ok,terrible,pos,low,0.00019492610904782383
6,ok,bad,neg,high,0.004327003559573472
6,ok,bad,neg,low,0.004575934332565379
6,ok,bad,pos,high,0.0008890514790920349
6,ok,bad,pos,low,0.000940198252805757
6,ok,neutral,neg,high,0.05508219342277913
6,ok,neutral,neg,low,0.2850833708342045
6,ok,neutral,pos,high,0.034941728568048565
6,ok,neutral,pos,low,0.18084439169834557
6,ok,good,neg,high,0.04565793699776344
6,ok,good,neg,low,0.07526053457497775
6,ok,good,pos,high,0.07646342768523677
6,ok,good,pos,low,0.1260389501021031
6,ok,amazing,neg,high,0.01407781917358379
6,ok,amazing,neg,low,0.006860935303729583
6,ok,amazing,pos,high,0.05249197700241242
6,ok,amazing,pos,low,0.02558237563202984
6,good,terrible,neg,high,0.0020183823007449003
6,good,terrible,neg,low,0.0007086564045274029
6,good,terrible,pos,high,0.0004385847631444941
6,good,terrible,pos,low,0.00015398762722789155
6,good,bad,neg,high,0.0011646107378462795
6,good,bad,neg,low,0.0012316103247926144
6,good,bad,pos,high,0.0007023324295425281
6,good,bad,pos,low,0.0007427373314974834
6,good,neutral,neg,high,0.002902140777736188
6,good,neutral,neg,low,0.015020318257883358
6,good,neutral,pos,high,0.0048602202833141145
6,good,neutral,pos,low,0.025154553500241712
6,good,good,neg,high,0.10125923130880024
6,good,good,neg,low,0.16691126187600042
6,good,good,pos,high,0.23011203158518292
6,good,good,pos,low,0.37930654882815595
6,good,amazing,neg,high,0.003789037644477937
6,good,amazing,neg,low,0.001846617137329032
6,good,amazing,pos,high,0.04146758495609952
6,good,amazing,pos,low,0.02020955192545508
6,amazing,terrible,neg,high,0.0019935855752159903
6,amazing,terrible,neg,low,0.0006999502449703736
6,amazing,terrible,pos,high,0.0009645062862446115
6,amazing,terrible,pos,low,0.0003386392938057037
6,amazing,bad,neg,high,0.0011503029762276109
6,amazing,bad,neg,low,0.0012164794434074671
6,amazing,bad,pos,high,0.0015445225193654168
6,amazing,bad,pos,low,0.001633378278173006
6,amazing,neutral,neg,high,0.0028664866857015803
6,amazing,neutral,neg,low,0.014835786958208292
6,amazing,neutral,pos,high,0.010688271480707208
6,amazing,neutral,pos,low,0.055318212162027
6,amazing,good,neg,high,0.012137836286438658
6,amazing,good,neg,low,0.02000747531684761
6,amazing,good,pos,high,0.13283762385540293
6,amazing,good,pos,low,0.2189636948230307
6,amazing,amazing,neg,high,0.05264014340814012
6,amazing,amazing,neg,low,0.02565458568895341
6,amazing,amazing,pos,high,0.2988578214810939
6,amazing,amazing,pos,low,0.14565069723603835
7,terrible,terrible,neg,high,0.594740404210493
7,terrible,terrible,neg,low,0.20881405684118232
7,terrible,terrible,pos,high,0.038140544289583966
7,terrible,terrible,pos,low,0.013391190050071096
7,terrible,bad,neg,high,0.05873852166040731
7,terrible,bad,neg,low,0.0621177251669485
7,terrible,bad,pos,high,0.0015659406600350618
7,terrible,bad,pos,low,0.0016560285958537254
7,terrible,neutral,neg,high,0.002311151481120075
7,terrible,neutral,neg,low,0.01196159437023618
